取引日時,取引種別,取引形態,通貨ペア,増加通貨名,増加数量,減少通貨名,減少数量,約定代金,約定価格,手数料通貨,手数料数量,送付元アドレス,送付先アドレス,登録番号,社名,備考
2025/1/4 6:12,売却,媒介,BTC/JPY,JPY,30855.442,BTC,0.002,30855.442,15427721,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293541
2025/1/4 6:16,売却,媒介,BTC/JPY,JPY,46289.598,BTC,0.003,46289.598,15429866,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293542
2025/1/4 6:20,売却,媒介,BTC/JPY,JPY,15427.853,BTC,0.001,15427.853,15427853,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293543
2025/1/4 6:20,売却,媒介,BTC/JPY,JPY,16867.73015,BTC,0.00109333,16867.73015,15427849,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293544
2025/1/4 6:20,売却,媒介,BTC/JPY,JPY,13987.57436,BTC,0.00090667,13987.57436,15427415,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293545
2025/1/4 9:04,売却,媒介,BTC/JPY,JPY,46305.75,BTC,0.003,46305.75,15435250,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293546
2025/1/4 11:20,売却,媒介,IOST/JPY,JPY,3883.5225,IOST,3315,3883.5225,1.1715,JPY,1.94176125,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293547
2025/1/4 11:21,売却,媒介,IOST/JPY,JPY,3145.4775,IOST,2685,3145.4775,1.1715,JPY,1.57273875,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293548
2025/1/6 15:18,購入,媒介,BTC/JPY,BTC,0.00109973,JPY,17261.99882,17261.99882,15696579,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 28939483702
2025/1/7 5:02,売却,媒介,BTC/JPY,JPY,33668.61867,BTC,0.0020972,33668.61867,16054081,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29614293551
2025/1/8 6:27,購入,媒介,BTC/JPY,BTC,0.00399837,JPY,61374.93552,61374.93552,15349989,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 28964470469
2025/1/8 6:31,購入,媒介,BTC/JPY,BTC,0.00399937,JPY,61454.84734,61454.84734,15366132,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 28964508481
2025/1/8 6:35,購入,媒介,BTC/JPY,BTC,0.00400068,JPY,61380.87698,61380.87698,15342611,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 28964556504
2025/1/8 16:19,購入,媒介,IOST/JPY,IOST,10000,JPY,10480,10480,1.048,JPY,5.24,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992432
2025/1/9 9:22,売却,媒介,IOST/JPY,JPY,4372.2705,IOST,3705,4372.2705,1.1801,JPY,2.18613525,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398730
2025/1/9 9:24,売却,媒介,IOST/JPY,JPY,2858.2022,IOST,2422,2858.2022,1.1801,JPY,1.4291011,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398731
2025/1/9 9:36,売却,媒介,IOST/JPY,JPY,1379.5369,IOST,1169,1379.5369,1.1801,JPY,0.68976845,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398732
2025/1/9 9:40,売却,媒介,IOST/JPY,JPY,1619.0972,IOST,1372,1619.0972,1.1801,JPY,0.8095486,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398733
2025/1/9 9:42,売却,媒介,IOST/JPY,JPY,1571.8932,IOST,1332,1571.8932,1.1801,JPY,0.7859466,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398734
2025/1/13 6:42,購入,媒介,IOST/JPY,IOST,8535,JPY,10071.3,10071.3,1.18,JPY,5.03565,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992434
2025/1/13 6:42,購入,媒介,IOST/JPY,IOST,1465,JPY,1728.7,1728.7,1.18,JPY,0.86435,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992435
2025/1/13 13:19,購入,媒介,IOST/JPY,IOST,5000,JPY,5642.5,5642.5,1.1285,JPY,2.82125,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992436
2025/1/15 2:35,売却,媒介,IOST/JPY,JPY,12890,IOST,10000,12890,1.289,JPY,6.445,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398739
2025/1/16 12:12,購入,媒介,IOST/JPY,IOST,5000,JPY,5889.5,5889.5,1.1779,JPY,2.94475,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992438
2025/1/16 21:38,購入,媒介,IOST/JPY,IOST,8000,JPY,9199.2,9199.2,1.1499,JPY,9.1992,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992439
2025/1/17 17:08,売却,媒介,BTC/JPY,JPY,63397.348,BTC,0.004,63397.348,15849337,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 30079398744
2025/1/17 17:12,売却,媒介,BTC/JPY,JPY,63385.616,BTC,0.004,63385.616,15846404,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31079210222
2025/1/17 17:19,売却,媒介,BTC/JPY,JPY,63433.37826,BTC,0.00399851,63433.37826,15864254,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31079210223
2025/1/17 21:56,購入,媒介,IOST/JPY,IOST,10000,JPY,11385,11385,1.1385,JPY,5.6925,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992440
2025/1/18 14:36,購入,媒介,IOST/JPY,IOST,5000,JPY,5555.5,5555.5,1.1111,JPY,2.77775,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992441
2025/1/23 8:52,購入,媒介,IOST/JPY,IOST,5000,JPY,4975,4975,0.995,JPY,2.4875,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992442
2025/1/23 9:00,購入,媒介,IOST/JPY,IOST,5000,JPY,4975,4975,0.995,JPY,2.4875,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992443
2025/1/23 17:45,購入,媒介,IOST/JPY,IOST,193,JPY,187.789,187.789,0.973,JPY,0.0938945,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992444
2025/1/23 17:45,購入,媒介,IOST/JPY,IOST,1048,JPY,1019.704,1019.704,0.973,JPY,0.509852,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992445
2025/1/23 17:49,購入,媒介,IOST/JPY,IOST,1466,JPY,1426.418,1426.418,0.973,JPY,0.713209,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992446
2025/1/23 19:47,購入,媒介,IOST/JPY,IOST,2185,JPY,2126.005,2126.005,0.973,JPY,1.0630025,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992447
2025/1/23 20:12,購入,媒介,IOST/JPY,IOST,5108,JPY,4970.084,4970.084,0.973,JPY,2.485042,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992448
2025/1/27 13:15,購入,媒介,IOST/JPY,IOST,9646,JPY,9151.1602,9151.1602,0.9487,JPY,4.5755801,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992449
2025/1/27 13:27,購入,媒介,IOST/JPY,IOST,354,JPY,335.8398,335.8398,0.9487,JPY,0.1679199,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992450
2025/1/27 17:32,購入,媒介,BTC/JPY,BTC,0.00199954,JPY,30853.99795,30853.99795,15430548,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29311064000
2025/1/27 17:34,購入,媒介,IOST/JPY,IOST,10000,JPY,9113,9113,0.9113,JPY,4.5565,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33300992451
2025/1/28 7:31,売却,媒介,IOST/JPY,JPY,499.5004995,IOST,498.2548623,499.5004995,1.0025,JPY,0.24975025,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472613
2025/1/28 7:34,売却,媒介,IOST/JPY,JPY,886.21,IOST,884,886.21,1.0025,JPY,0.443105,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472614
2025/1/28 8:40,売却,媒介,IOST/JPY,JPY,1182.95,IOST,1180,1182.95,1.0025,JPY,0.591475,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472615
2025/1/28 8:44,売却,媒介,IOST/JPY,JPY,4761.875,IOST,4750,4761.875,1.0025,JPY,2.3809375,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472616
2025/1/28 9:12,売却,媒介,IOST/JPY,JPY,3066.3072,IOST,3168,3066.3072,0.9679,JPY,1.5331536,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472617
2025/1/28 9:20,売却,媒介,IOST/JPY,JPY,185.8368,IOST,192,185.8368,0.9679,JPY,0.0929184,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472618
2025/1/28 9:21,売却,媒介,IOST/JPY,JPY,475.2389,IOST,491,475.2389,0.9679,JPY,0.23761945,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472619
2025/1/28 9:21,売却,媒介,IOST/JPY,JPY,2530.0906,IOST,2614,2530.0906,0.9679,JPY,1.2650453,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472620
2025/1/28 9:25,売却,媒介,IOST/JPY,JPY,3421.5265,IOST,3535,3421.5265,0.9679,JPY,1.71076325,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472621
2025/1/28 10:31,売却,媒介,BTC/JPY,JPY,31614.185,BTC,0.001999,31614.185,15815000,JPY,0,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472622
2025/1/29 23:06,購入,媒介,IOST/JPY,IOST,1780,JPY,1579.75,1579.75,0.8875,JPY,0.789875,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718482
2025/1/29 23:36,購入,媒介,IOST/JPY,IOST,36,JPY,31.95,31.95,0.8875,JPY,0.015975,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718483
2025/1/29 23:37,購入,媒介,IOST/JPY,IOST,8184,JPY,7263.3,7263.3,0.8875,JPY,3.63165,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718484
2025/1/31 23:41,売却,媒介,IOST/JPY,JPY,716.625,IOST,750,716.625,0.9555,JPY,0.716625,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472625
2025/1/31 23:47,売却,媒介,IOST/JPY,JPY,8838.375,IOST,9250,8838.375,0.9555,JPY,4.4191875,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31546472626
2025/2/2 20:45,購入,媒介,IOST/JPY,IOST,10000,JPY,8460,8460,0.846,JPY,4.23,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718486
2025/2/3 8:51,購入,媒介,IOST/JPY,IOST,10000,JPY,8150,8150,0.815,JPY,4.075,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718487
2025/2/3 14:13,購入,媒介,IOST/JPY,IOST,10000,JPY,7205,7205,0.7205,JPY,3.6025,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718488
2025/2/3 15:03,購入,媒介,BTC/JPY,BTC,0.00399779,JPY,58719.86334,58719.86334,14688081,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29442836925
2025/2/4 6:08,売却,媒介,BTC/JPY,JPY,62729.26359,BTC,0.00399833,62729.26359,15688866,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32081895091
2025/2/5 16:11,購入,媒介,ETH/JPY,ETH,0.04721357,JPY,19999.99875,19999.99875,423607,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29493912925
2025/2/7 0:26,購入,媒介,IOST/JPY,IOST,1304,JPY,932.6208,932.6208,0.7152,JPY,0.4663104,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718489
2025/2/7 0:31,購入,媒介,IOST/JPY,IOST,8696,JPY,6219.3792,6219.3792,0.7152,JPY,3.1096896,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718490
2025/2/7 4:17,購入,媒介,BTC/JPY,BTC,0.00200151,JPY,29424.9871,29424.9871,14701394,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29526657210
2025/2/10 4:57,購入,媒介,BTC/JPY,BTC,0.00199984,JPY,29158.9251,29158.9251,14580629,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29581892622
2025/2/12 3:39,購入,媒介,BTC/JPY,BTC,0.00200017,JPY,29342.95794,29342.95794,14670232,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29617885966
2025/2/13 7:11,売却,媒介,BTC/JPY,JPY,60255.28,BTC,0.004,60255.28,15063820,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32081895104
2025/2/19 4:47,購入,媒介,BTC/JPY,BTC,0.00199911,JPY,28660.9442,28660.9442,14336852,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29736829332
2025/2/19 4:51,購入,媒介,BTC/JPY,BTC,0.0019996,JPY,28687.95726,28687.95726,14346848,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29736892027
2025/2/21 9:03,売却,媒介,IOST/JPY,JPY,2857.2049,IOST,3643,2857.2049,0.7843,JPY,1.42860245,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987410
2025/2/21 9:05,売却,媒介,IOST/JPY,JPY,335.6804,IOST,428,335.6804,0.7843,JPY,0.1678402,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987411
2025/2/21 9:10,売却,媒介,IOST/JPY,JPY,784.3,IOST,1000,784.3,0.7843,JPY,0.39215,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987412
2025/2/21 10:13,売却,媒介,IOST/JPY,JPY,1290.1735,IOST,1645,1290.1735,0.7843,JPY,0.64508675,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987413
2025/2/21 10:15,売却,媒介,IOST/JPY,JPY,3194.4539,IOST,4073,3194.4539,0.7843,JPY,1.59722695,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987414
2025/2/21 10:15,売却,媒介,IOST/JPY,JPY,3194.4539,IOST,4073,3194.4539,0.7843,JPY,1.59722695,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987415
2025/2/21 12:33,売却,媒介,IOST/JPY,JPY,445.0694516,IOST,567.4734816,445.0694516,0.7843,JPY,0.22253473,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987416
2025/2/21 13:33,売却,媒介,IOST/JPY,JPY,1988.9848,IOST,2536,1988.9848,0.7843,JPY,0.9944924,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987417
2025/2/21 14:13,売却,媒介,IOST/JPY,JPY,1595.679148,IOST,2034.526518,1595.679148,0.7843,JPY,0.79783957,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987418
2025/2/25 6:23,購入,媒介,BTC/JPY,BTC,0.00199979,JPY,28201.89249,28201.89249,14102427,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 29835102245
2025/2/25 6:55,購入,媒介,IOST/JPY,IOST,8235,JPY,5800.734,5800.734,0.7044,JPY,2.900367,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718492
2025/2/25 6:55,購入,媒介,IOST/JPY,IOST,1765,JPY,1243.266,1243.266,0.7044,JPY,0.621633,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718493
2025/3/4 17:15,購入,媒介,IOST/JPY,IOST,741,JPY,466.089,466.089,0.629,JPY,0.2330445,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718494
2025/3/4 17:15,購入,媒介,IOST/JPY,IOST,4259,JPY,2678.911,2678.911,0.629,JPY,1.3394555,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718495
2025/3/5 10:20,売却,媒介,IOST/JPY,JPY,3390,IOST,5000,3390,0.678,JPY,1.695,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987425
2025/3/5 13:13,購入,媒介,IOST/JPY,IOST,1249,JPY,804.6058,804.6058,0.6442,JPY,0.4023029,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718497
2025/3/5 13:15,購入,媒介,IOST/JPY,IOST,3751,JPY,2416.3942,2416.3942,0.6442,JPY,1.2081971,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 33578718498
2025/3/12 12:49,受取,,,ETH,0.00000185,,,,,,,,,関東財務局長 第00014号,コインチェック株式会社,ステーキング報酬
2025/3/12 21:11,売却,媒介,IOST/JPY,JPY,803.5736,IOST,1093,803.5736,0.7352,JPY,0.4017868,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987428
2025/3/12 21:13,売却,媒介,IOST/JPY,JPY,2872.4264,IOST,3907,2872.4264,0.7352,JPY,1.4362132,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32375987429
2025/4/2 12:51,受取,,,ETH,0.00001239,,,,,,,,,関東財務局長 第00014号,コインチェック株式会社,ステーキング報酬
2025/4/14 6:39,購入,媒介,IOST/JPY,IOST,776,JPY,392.656,392.656,0.506,JPY,0.196328,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820990
2025/4/14 6:39,購入,媒介,IOST/JPY,IOST,3200,JPY,1619.2,1619.2,0.506,JPY,0.8096,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820991
2025/4/14 6:40,購入,媒介,IOST/JPY,IOST,3200,JPY,1619.2,1619.2,0.506,JPY,0.8096,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820992
2025/4/14 6:42,購入,媒介,IOST/JPY,IOST,824,JPY,416.944,416.944,0.506,JPY,0.208472,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820993
2025/4/17 21:29,売却,媒介,IOST/JPY,JPY,1715.920016,IOST,3215.742159,1715.920016,0.5336,JPY,0.85796001,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460554
2025/4/17 21:29,売却,媒介,IOST/JPY,JPY,2552.879984,IOST,4784.257841,2552.879984,0.5336,JPY,1.27643999,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460555
2025/4/26 20:44,購入,媒介,IOST/JPY,IOST,8000,JPY,4646.4,4646.4,0.5808,JPY,2.3232,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820995
2025/4/27 9:04,売却,媒介,IOST/JPY,JPY,3758.177,IOST,6166,3758.177,0.6095,JPY,1.8790885,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460558
2025/4/27 9:10,売却,媒介,IOST/JPY,JPY,1117.823,IOST,1834,1117.823,0.6095,JPY,0.5589115,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460559
2025/4/27 11:06,購入,媒介,IOST/JPY,IOST,3200,JPY,1884.48,1884.48,0.5889,JPY,0.94224,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820997
2025/4/27 11:06,購入,媒介,IOST/JPY,IOST,3200,JPY,1884.48,1884.48,0.5889,JPY,0.94224,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820998
2025/4/27 13:53,購入,媒介,IOST/JPY,IOST,41,JPY,24.1449,24.1449,0.5889,JPY,0.01207245,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276820999
2025/4/27 14:22,購入,媒介,IOST/JPY,IOST,1559,JPY,918.0951,918.0951,0.5889,JPY,0.45904755,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821000
2025/4/30 12:30,受取,,,ETH,0.00002254,,,,,,,,,関東財務局長 第00014号,コインチェック株式会社,ステーキング報酬
2025/5/8 14:27,売却,媒介,BTC/JPY,JPY,28479.17,BTC,0.002,28479.17,14239585,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460562
2025/5/9 2:43,売却,媒介,BTC/JPY,JPY,74823.73485,BTC,0.00507098,74823.73485,14755281,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460563
2025/5/9 2:43,売却,媒介,BTC/JPY,JPY,13707.55539,BTC,0.00092902,13707.55539,14754855,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460564
2025/5/9 19:15,売却,媒介,IOST/JPY,JPY,4760.44,IOST,7804,4760.44,0.61,JPY,2.38022,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460565
2025/5/9 19:15,売却,媒介,IOST/JPY,JPY,119.56,IOST,196,119.56,0.61,JPY,0.05978,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460566
2025/5/10 10:11,売却,媒介,IOST/JPY,JPY,3582.5,IOST,5000,3582.5,0.7165,JPY,1.79125,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460567
2025/5/10 10:15,売却,媒介,IOST/JPY,JPY,4761.6336,IOST,5296,4761.6336,0.8991,JPY,2.3808168,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460568
2025/5/10 10:15,売却,媒介,IOST/JPY,JPY,13220.3664,IOST,14704,13220.3664,0.8991,JPY,6.6101832,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 32636460569
2025/5/13 11:21,購入,媒介,IOST/JPY,IOST,10000,JPY,6185,6185,0.6185,JPY,3.0925,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821004
2025/5/15 23:34,購入,媒介,IOST/JPY,IOST,2169,JPY,1253.682,1253.682,0.578,JPY,0.626841,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821005
2025/5/15 23:35,購入,媒介,IOST/JPY,IOST,3200,JPY,1849.6,1849.6,0.578,JPY,0.9248,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821006
2025/5/15 23:35,購入,媒介,IOST/JPY,IOST,3200,JPY,1849.6,1849.6,0.578,JPY,0.9248,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821007
2025/5/15 23:42,購入,媒介,IOST/JPY,IOST,1431,JPY,827.118,827.118,0.578,JPY,0.413559,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821008
2025/5/23 23:53,購入,媒介,BTC/JPY,BTC,0.00199866,JPY,31466.85507,31466.85507,15743976,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31380199762
2025/5/24 11:19,購入,媒介,BTC/JPY,BTC,0.00200036,JPY,30836.89364,30836.89364,15415672,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31388710565
2025/5/28 12:58,受取,,,ETH,0.00003195,,,,,,,,,関東財務局長 第00014号,コインチェック株式会社,ステーキング報酬
2025/5/30 6:04,購入,媒介,BTC/JPY,BTC,0.0019997,JPY,30749.89482,30749.89482,15377254,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31475676811
2025/5/30 6:08,購入,媒介,BTC/JPY,BTC,0.00199905,JPY,30729.98032,30729.98032,15372292,,,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 31475707629
2025/6/1 15:10,購入,媒介,IOST/JPY,IOST,10000,JPY,5026,5026,0.5026,JPY,2.513,,,関東財務局長 第00014号,コインチェック株式会社,Trade ID: 34276821009
